flow_packet_count,flow_byte_count,rx_packets,tx_packets,rx_bytes,tx_bytes,label
914,1317988,0,0,0,0,0
816,1132815,33,0,3729,0,0
803,1157926,1,25,42,2772,0
816,1132982,34,0,5338,0,0
867,1250214,0,11,0,1727,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
868,1251656,0,0,0,0,0
782,1127644,0,0,0,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
1078,1273213,211,0,22999,0,0
867,1250214,1,1,42,60,0
868,1251656,0,0,0,0,0
866,1248772,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
869,1253098,0,0,0,0,0
867,1250214,0,0,0,0,0
869,1251774,43,0,5074,0,0
929,1257530,21,1,2402,60,0
868,1251656,0,0,0,0,0
849,1224258,0,0,0,0,0
867,1250214,0,0,0,0,0
783,1129086,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
855,1113054,88,0,7040,0,0
820,1182440,0,0,0,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
866,1248772,0,0,0,0,0
868,1251656,0,0,0,0,0
793,1143506,0,0,0,0,0
845,1218490,0,0,0,0,0
869,1253098,0,0,0,0,0
724,1044008,0,0,0,0,0
782,1127644,0,0,0,0,0
718,1035356,0,0,0,0,0
1014,1149403,235,0,26085,0,0
867,1250214,1,125,42,13824,0
887,1255798,18,0,2700,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
87774,126570108,43990,10848,63423780,15633142,1
1752,2526384,834,161,1202628,232162,1
1249,1801058,778,44,1121876,63448,1
1782,2569644,767,367,1106014,529214,1
1488,2145696,704,232,1015168,334544,1
1552,2237984,777,56,1120434,80752,1
1592,2295664,744,307,1072848,442694,1
1662,2396604,875,187,1260350,268272,1
1172,1690024,669,403,964698,581126,1
1479,2132718,785,261,1131970,376362,1
1414,2038988,655,57,944510,82194,1
1597,2302874,870,142,1254540,204764,1
1880,2710960,856,0,1234352,0,1
1482,2137044,784,0,1130528,0,1
1216,1753472,785,0,1131970,0,1
2033,2931586,864,0,1245888,0,1
1734,2500428,870,6,1254540,8652,1
1445,2083690,752,105,1084384,151410,1
1480,2134160,703,34,1010926,46264,1
1584,2284128,784,176,1130528,253792,1
1546,2229332,868,212,1251656,305704,1
1736,2503312,920,77,1326640,111034,1
1426,2056292,557,123,803194,177366,1
1675,2415350,784,14,1130528,20188,1
1649,2377858,870,0,1254540,0,1
1736,2503312,875,465,1261750,670530,1
1479,2132718,717,197,1033914,284074,1
1481,2135602,829,65,1195418,93730,1
1622,2338924,849,67,1222858,95232,1
1818,2621556,777,93,1120434,134106,1
1558,2246636,804,36,1159368,51912,1
1655,2386510,790,301,1139180,434042,1
1453,2095226,759,363,1094478,523446,1
1466,2113972,761,320,1097362,461440,1
1383,1994286,737,611,1062754,881062,1
1481,2135602,699,219,1007958,315798,1
1429,2060618,717,97,1033914,139874,1
1734,2500428,869,66,1253098,95172,1
1559,2248078,774,96,1114708,137050,1
1656,2387952,869,24,1253098,34608,1
1578,2275476,743,47,1071406,67774,1
1713,2470146,849,76,1224258,109592,1
1735,2501870,869,337,1253098,485954,1
1736,2503312,869,52,1253098,74984,1
1735,2501870,868,25,1251656,36050,1
1736,2503312,870,148,1254540,213416,1
1736,2503312,870,13,1254540,18746,1
1735,2501870,871,155,1255982,223510,1
1735,2501870,870,197,1253140,282692,1
1734,2500428,869,125,1253098,180250,1
1716,2474472,870,3,1254540,4326,1
1660,2393720,871,0,1255982,0,1
1736,2503312,870,0,1254540,0,1
1734,2500428,870,13,1254540,18746,1
1734,2500428,868,195,1251656,281190,1
1732,2497544,867,694,1250214,1000748,1
1619,2334598,813,136,1172346,196112,1
1564,2255288,870,63,1254540,90846,1
1735,2501870,871,21,1254582,28900,1
1734,2500428,870,408,1254540,588336,1
1650,2379300,872,110,1257424,158620,1
1734,2500428,871,0,1255982,0,1
1551,2236542,788,0,1136296,0,1
1735,2501870,872,0,1257424,0,1
1735,2501870,870,1,1253140,60,1
1730,2494660,867,0,1250214,0,1
1735,2501870,871,433,1255982,624386,1
1731,2496102,868,660,1251656,951720,1
1734,2500428,871,96,1255982,138432,1
1396,2013032,700,83,1009400,119686,1
1734,2500428,870,271,1253140,389400,1
1566,2258172,794,355,1144948,511910,1
1429,2060618,715,44,1031030,63448,1
1651,2380742,866,281,1248772,405202,1
1652,2382184,760,101,1095920,145642,1
1350,1946700,717,84,1033914,121128,1
1668,2405256,814,317,1172388,455732,1
1451,2092342,775,108,1117550,155736,1
1710,2465820,824,30,1188208,43260,1
1662,2396604,870,225,1254540,324450,1
1736,2503312,869,178,1253098,256676,1
1650,2379300,784,262,1130528,377804,1
1596,2301432,800,108,1152200,154354,1
1479,2132718,784,143,1130528,206206,1
1631,2351902,784,105,1130528,151410,1
1431,2063502,721,112,1039682,161504,1
1666,2402372,845,24,1218490,34608,1
1691,2438422,833,348,1201186,501816,1
1569,2262498,828,257,1192576,369212,1
1706,2460052,838,182,1208396,262444,1
1557,2245194,777,36,1120434,51912,1
1395,2011590,699,183,1007958,263886,1
1357,1956794,731,147,1054102,211974,1
1392,2007264,686,91,987812,129840,1
1420,2047640,715,123,1031030,177366,1
1751,2524942,869,148,1253098,213416,1
1735,2501870,836,234,1205512,337428,1
1540,2220680,871,173,1255982,249466,1
1642,2367764,698,38,1006516,54796,1
1565,2256730,785,220,1130570,315858,1
1734,2500428,872,153,1257424,220626,1
1736,2503312,873,0,1258866,0,1
1683,2426886,811,133,1169462,191786,1
1651,2380742,785,203,1131970,292726,1
1702,2454284,849,10,1224258,14420,1
1733,2498986,870,112,1253140,160122,1
1619,2334598,753,185,1085826,266770,1
1708,2462936,660,119,951720,171598,1
1256,1811152,701,0,1010842,0,1
1405,2026010,789,4,1137738,5768,1
1704,2457168,770,47,1110340,67774,1
1728,2491776,869,33,1251698,46204,1
1733,2498986,870,162,1254540,233604,1
1734,2500428,869,279,1253098,402318,1
1736,2503312,869,145,1253098,209090,1
1734,2500428,869,19,1253098,27398,1
1716,2474472,850,1,1225700,1442,1
1639,2363438,857,24,1234394,33226,1
1512,2180304,758,232,1093036,334544,1
1612,2324504,792,539,1142064,777238,1
1538,2217796,853,229,1230026,330218,1
1474,2125508,870,56,1254540,80752,1
1654,2385068,855,191,1232910,275422,1
1887,2721054,868,574,1251656,827708,1
1685,2429770,814,165,1172388,236548,1
1734,2500428,950,233,1369900,335986,1
1736,2503312,807,73,1163694,105266,1
1649,2377858,849,0,1224258,0,1
1736,2503312,872,0,1257424,0,1
1606,2315852,871,41,1255982,59122,1
1735,2501870,868,100,1251656,144200,1
1649,2377858,870,519,1253140,747016,1
1564,2255288,699,599,1007958,863758,1
1734,2500428,870,87,1254540,125454,1
1735,2501870,868,164,1251656,236488,1
1651,2380742,784,152,1130528,219184,1
1736,2503312,869,199,1253098,286958,1
1736,2503312,870,72,1254540,103824,1
1734,2500428,869,91,1251698,129840,1
1736,2503312,872,0,1257424,0,1
1734,2500428,870,53,1254540,76426,1
1650,2379300,786,170,1133412,245140,1
1736,2503312,868,119,1251656,171598,1
1734,2500428,871,56,1255982,80752,1
1733,2498986,869,158,1253098,227836,1
1734,2500428,869,82,1251698,116862,1
1735,2501870,871,33,1255982,47586,1
1662,2396604,796,133,1147832,191786,1
1734,2500428,817,167,1178114,240814,1
1642,2367764,847,146,1221374,210532,1
2014,2904188,865,0,1247330,0,1
1715,2473030,868,221,1251656,318682,1
1388,2001496,870,42,1253140,59182,1
2082,3002244,870,650,1254540,937300,1
1304,1880368,784,201,1130528,289842,1
2082,3002244,868,56,1251656,80752,1
1303,1878926,787,231,1134854,333102,1
2050,2956100,866,463,1248772,667646,1
1145,1651090,767,106,1106014,152852,1
2082,3002244,870,532,1253140,765762,1
1564,2255288,786,275,1133412,396550,1
1679,2421118,813,0,1172346,0,1
1379,1988518,814,0,1173788,0,1
1650,2379300,785,499,1131970,719558,1
1688,2434096,726,83,1046892,119686,1
1625,2343250,736,363,1061312,523446,1
1564,2255288,871,24,1254582,33226,1
1654,2385068,870,91,1254540,131222,1
1736,2503312,869,370,1253098,533540,1
1734,2500428,876,22,1263192,31724,1
1315,1896230,744,53,1072848,76426,1
1425,2054850,706,444,1018052,640248,1
1734,2500428,869,38,1253098,54796,1
1539,2219238,676,99,973392,141376,1
1623,2340366,786,51,1133412,73542,1
1734,2500428,868,60,1251656,86520,1
1736,2503312,869,305,1253098,439810,1
1613,2325946,777,506,1120434,729652,1
1735,2501870,871,198,1255982,285516,1
1647,2374974,785,100,1131970,144200,1
1647,2374974,867,213,1250214,307146,1
1724,2486008,871,18,1254582,24574,1
1585,2285570,795,77,1146390,111034,1
1565,2256730,869,36,1253098,51912,1
1479,2132718,708,386,1020936,556612,1
1352,1949584,692,264,997864,380688,1
1725,2487450,786,227,1132012,325952,1
1480,2134160,784,356,1130528,513352,1
1600,2307200,696,274,1003632,395108,1
1811,2611462,786,179,1133412,258118,1
1303,1878926,809,232,1166578,334544,1
1848,2664816,769,282,1107498,405262,1
1541,2222122,778,92,1121876,132664,1
1551,2236542,781,271,1126202,390782,1
1624,2341808,843,135,1215606,194670,1
1420,2047640,798,0,1150716,0,1
1423,2051966,700,119,1008000,170216,1
1525,2199050,803,157,1157926,226394,1
1520,2191840,807,191,1163694,275422,1
1650,2379300,872,373,1257424,537866,1
1735,2501870,786,57,1133412,82194,1
1504,2168768,808,370,1163736,532158,1
1651,2380742,870,120,1254540,173040,1
1641,2366322,784,312,1130528,449904,1
1623,2340366,895,331,1290590,477302,1
1187,1711654,660,322,951720,464324,1
1642,2367764,778,231,1120476,331720,1
1516,2186072,586,91,845012,131222,1
1659,2392278,751,145,1082942,209090,1
1240,1788080,782,157,1127644,226394,1
1788,2578296,671,176,967582,253792,1
1734,2500428,870,99,1253140,141376,1
1298,1871716,653,311,941626,448462,1
1516,2186072,801,124,1155042,178808,1
1562,2252404,783,53,1129086,76426,1
1279,1844318,641,96,924322,138432,1
1489,2147138,870,255,1254540,367710,1
1622,2338924,870,419,1253140,602816,1
1562,2252404,782,0,1127644,0,1
1736,2503312,870,0,1254540,0,1
1612,2324504,809,0,1166578,0,1
1736,2503312,870,5,1254540,7210,1
1734,2500428,872,203,1256024,291344,1
1628,2347576,817,332,1178114,478744,1
1597,2302874,786,176,1133412,253792,1
1837,2648954,804,417,1159368,601314,1
1436,2070712,825,138,1189650,198996,1
1817,2620114,840,152,1209880,217802,1
1545,2227890,871,119,1255982,171598,1
1688,2434096,872,85,1257424,122570,1
1387,2000054,870,379,1254540,546518,1
1826,2633092,871,7,1255982,10094,1
1444,2082248,666,141,958972,201940,1
1649,2377858,784,159,1130528,229278,1
1639,2363438,855,556,1232910,801752,1
1666,2402372,835,483,1204070,696486,1
1734,2500428,869,284,1253098,409528,1
1614,2327388,792,115,1140664,164448,1
1657,2389394,839,126,1209838,181692,1
1711,2467262,868,454,1251656,654668,1
1642,2367764,785,323,1131970,465766,1
1558,2246636,775,253,1117550,364826,1
1535,2213470,765,186,1103130,268212,1
1592,2295664,861,137,1241562,197554,1
1307,1884694,644,98,928648,141316,1
1560,2249520,741,111,1068522,160062,1
1649,2377858,827,182,1191134,261062,1
1437,2072154,679,197,979118,284074,1
1312,1891904,700,175,1009400,252350,1
1734,2500428,873,493,1258866,710906,1
1582,2281244,721,198,1039682,285516,1
1579,2276918,713,178,1028146,256676,1
1486,2142812,724,170,1044008,245140,1
1695,2444190,805,356,1160810,513352,1
1165,1679930,787,126,1134854,181692,1
1870,2696540,788,1,1134896,60,1
1136,1638112,788,0,1136296,0,1
1742,2511964,788,161,1136296,232162,1
1196,1724632,678,354,977676,510468,1
1649,2377858,784,348,1130528,501816,1
1699,2449958,610,71,879620,102382,1
1218,1756356,687,333,990654,480186,1
1884,2716728,803,11,1157926,15862,1
1736,2503312,871,143,1255982,206206,1
1731,2496102,870,174,1253140,249526,1
1653,2383626,784,259,1130528,373478,1
1649,2377858,786,200,1133412,288400,1
1720,2480240,870,85,1254540,122570,1
1735,2501870,870,177,1254540,255234,1
1649,2377858,873,519,1258866,748398,1
1721,2481682,870,363,1254540,523446,1
1736,2503312,869,61,1253098,87962,1
1711,2467262,846,138,1219932,198996,1
1733,2498986,874,436,1258908,627330,1
1708,2462936,870,312,1254540,449904,1
1736,2503312,870,308,1254540,444136,1
1733,2498986,868,93,1251656,134106,1
1736,2503312,870,249,1254540,359058,1
1735,2501870,870,32,1254540,46144,1
1651,2380742,870,0,1254540,0,1
1536,2214912,766,0,1104572,0,1
1690,2436980,848,0,1222816,0,1
1736,2503312,870,1,1253140,60,1
1700,2451400,852,3,1228584,4326,1
1734,2500428,870,173,1254540,249466,1
1725,2487450,868,191,1251656,275422,1
1687,2432654,847,113,1221374,162946,1
1708,2462936,857,201,1235794,289842,1
1697,2447074,843,279,1215606,402318,1
1701,2452842,856,177,1234352,255234,1
1721,2481682,862,290,1243004,418180,1
1734,2500428,870,305,1253140,438428,1
1736,2503312,870,130,1254540,187460,1
1736,2503312,869,113,1253098,162946,1
1734,2500428,871,42,1255982,60564,1
1736,2503312,870,0,1254540,0,1
1736,2503312,869,45,1253098,64890,1
1734,2500428,869,38,1253098,54796,1
1714,2471588,870,173,1254540,249466,1
1736,2503312,870,292,1253140,419682,1
1733,2498986,869,211,1253098,304262,1
1705,2458610,854,77,1231468,111034,1
1735,2501870,870,105,1254540,151410,1
1646,2373532,783,27,1129086,38934,1
1736,2503312,872,390,1256024,560998,1
1657,2389394,870,91,1254540,131222,1
1734,2500428,869,16,1253098,23072,1
1734,2500428,877,0,1264634,0,1
1650,2379300,784,0,1130528,0,1
1734,2500428,870,287,1253140,412472,1
1734,2500428,869,285,1253098,410970,1
1693,2441306,869,126,1253098,181692,1
1784,2572528,785,130,1131970,187460,1
1567,2259614,870,248,1254540,357616,1
1648,2376416,857,408,1234394,586954,1
1675,2415350,869,55,1253098,79310,1
1735,2501870,879,47,1267518,67774,1
1733,2498986,869,3,1253098,4326,1
1735,2501870,870,124,1253140,177426,1
1735,2501870,869,42,1253098,60564,1
1721,2481682,869,3,1253098,4326,1
1736,2503312,870,85,1254540,122570,1
1735,2501870,870,460,1254540,663320,1
1718,2477356,852,35,1227184,49088,1
1734,2500428,869,5,1253098,7210,1
1734,2500428,847,82,1221374,118244,1
1668,2405256,829,0,1195418,0,1
1696,2445632,835,0,1204070,0,1
1735,2501870,872,14,1256024,18806,1
1734,2500428,871,523,1255982,754166,1
1660,2393720,794,689,1144948,993538,1
1735,2501870,869,36,1253098,51912,1
1652,2382184,786,10,1132012,13038,1
1674,2413908,809,26,1166578,37492,1
1736,2503312,870,0,1254540,0,1
1735,2501870,872,0,1257424,0,1
1735,2501870,872,0,1257424,0,1
1735,2501870,874,1,1258908,60,1
1735,2501870,872,23,1257424,33166,1
1650,2379300,784,74,1130528,106708,1
1737,2504754,869,398,1253098,573916,1
1649,2377858,784,137,1130528,197554,1
1763,2542246,871,139,1254582,199056,1
1530,2206260,871,0,1255982,0,1
1588,2289896,800,0,1153600,0,1
1665,2400930,872,0,1257424,0,1
1734,2500428,871,43,1254582,60624,1
1694,2442748,827,412,1192534,594104,1
1734,2500428,869,33,1253098,47586,1
1541,2222122,730,39,1052660,56238,1
1734,2500428,792,278,1142064,400876,1
1390,2004380,729,142,1049818,203382,1
1736,2503312,869,111,1253098,160062,1
1515,2184630,720,190,1038240,273980,1
1473,2124066,696,147,1003632,211974,1
1491,2150022,694,126,1000748,181692,1
1736,2503312,803,199,1156526,285576,1
1460,2105320,542,128,781564,184576,1
1565,2256730,784,340,1130528,490280,1
87774,126570108,43674,10551,62966708,15203486,1
1752,2526384,810,184,1168020,265328,1
1249,1801058,777,136,1120434,196112,1
1782,2569644,727,294,1048334,423948,1
1488,2145696,767,78,1106014,112476,1
1552,2237984,784,95,1130528,136990,1
1592,2295664,851,168,1225742,240874,1
1662,2396604,774,270,1116108,389340,1
1172,1690024,753,197,1085826,284074,1
1479,2132718,700,191,1009400,275422,1
1414,2038988,709,89,1022378,128338,1
1597,2302874,786,136,1133412,196112,1
1880,2710960,771,1,1110382,60,1
1482,2137044,702,0,1012284,0,1
1216,1753472,786,0,1133412,0,1
2033,2931586,827,0,1192534,0,1
1734,2500428,870,0,1254540,0,1
1445,2083690,701,9,1010842,12978,1
1480,2134160,787,92,1133454,131282,1
1584,2284128,802,419,1156484,604198,1
1546,2229332,869,45,1253098,64890,1
1736,2503312,920,594,1326640,856548,1
1426,2056292,812,31,1170904,44702,1
1675,2415350,788,30,1136296,43260,1
1649,2377858,785,0,1131970,0,1
1736,2503312,876,56,1261792,79370,1
1479,2132718,717,95,1033914,136990,1
1481,2135602,744,233,1072848,335986,1
1622,2338924,873,383,1258866,552286,1
1818,2621556,701,405,1010842,584010,1
1558,2246636,762,183,1098804,263886,1
1655,2386510,871,50,1254582,70718,1
1453,2095226,701,290,1010842,418180,1
1466,2113972,711,346,1025262,498932,1
1383,1994286,652,10,940184,14420,1
1481,2135602,784,306,1130528,441252,1
1429,2060618,716,165,1032472,237930,1
1734,2500428,871,9,1253182,10214,1
1559,2248078,787,206,1134854,297052,1
1656,2387952,792,182,1142064,262444,1
1578,2275476,837,220,1206954,317240,1
1713,2470146,867,55,1250214,79310,1
1735,2501870,870,197,1254540,284074,1
1736,2503312,869,9,1251698,11596,1
1735,2501870,869,45,1253098,64890,1
1736,2503312,869,256,1253098,369152,1
1736,2503312,870,734,1254540,1058428,1
1735,2501870,872,326,1257424,470092,1
1735,2501870,869,65,1253098,93730,1
1734,2500428,870,52,1253140,73602,1
1716,2474472,850,33,1225700,47586,1
1660,2393720,797,0,1149274,0,1
1736,2503312,870,0,1254540,0,1
1734,2500428,869,1,1253098,1442,1
1734,2500428,869,39,1253098,56238,1
1732,2497544,868,56,1250256,79370,1
1619,2334598,813,93,1172346,134106,1
1564,2255288,699,61,1007958,87962,1
1735,2501870,869,12,1253098,17304,1
1734,2500428,870,31,1254540,44702,1
1650,2379300,786,4,1133412,5768,1
1734,2500428,871,0,1255982,0,1
1551,2236542,776,1,1117592,60,1
1735,2501870,871,0,1255982,0,1
1735,2501870,869,0,1253098,0,1
1730,2494660,872,0,1257424,0,1
1735,2501870,872,8,1257424,11536,1
1731,2496102,869,72,1253098,103824,1
1734,2500428,872,79,1256024,112536,1
1396,2013032,700,585,1009400,843570,1
1734,2500428,869,210,1253098,302820,1
1566,2258172,709,328,1022378,472976,1
1429,2060618,707,64,1019494,92288,1
1651,2380742,868,288,1250256,413914,1
1652,2382184,760,188,1095920,271096,1
1350,1946700,771,82,1111782,118244,1
1668,2405256,655,274,944510,395108,1
1451,2092342,769,312,1108898,449904,1
1710,2465820,817,30,1178114,43260,1
1662,2396604,871,141,1254582,201940,1
1736,2503312,869,424,1253098,611408,1
1650,2379300,870,249,1254540,359058,1
1596,2301432,799,210,1152158,302820,1
1479,2132718,699,176,1007958,253792,1
1631,2351902,783,164,1129086,236488,1
1431,2063502,655,104,943110,148586,1
1666,2402372,825,24,1189650,34608,1
1691,2438422,862,170,1243004,245140,1
1569,2262498,749,233,1080058,335986,1
1706,2460052,869,357,1253098,514794,1
1557,2245194,786,192,1133412,276864,1
1395,2011590,701,151,1009442,216360,1
1357,1956794,772,99,1113224,142758,1
1392,2007264,757,85,1091594,122570,1
1420,2047640,677,208,976234,299936,1
1751,2524942,864,267,1245888,385014,1
1735,2501870,836,151,1205512,217742,1
1540,2220680,846,382,1218532,549462,1
1642,2367764,870,40,1254540,57680,1
1565,2256730,784,45,1130528,64890,1
1734,2500428,872,19,1257424,27398,1
1736,2503312,872,0,1257424,0,1
1683,2426886,864,355,1245888,511910,1
1651,2380742,870,278,1253140,399494,1
1702,2454284,852,315,1228584,454230,1
1733,2498986,869,269,1253098,387898,1
1619,2334598,870,253,1254540,364826,1
1708,2462936,873,477,1258866,687834,1
1256,1811152,702,0,1012284,0,1
1405,2026010,565,2,813330,1502,1
1704,2457168,756,146,1090152,210532,1
1728,2491776,868,99,1251656,142758,1
1733,2498986,869,190,1253098,273980,1
1734,2500428,869,140,1253098,201880,1
1736,2503312,870,82,1253140,116862,1
1734,2500428,869,44,1253098,63448,1
1716,2474472,870,4,1254540,5768,1
1639,2363438,771,34,1111782,49028,1
1512,2180304,758,291,1093036,419622,1
1612,2324504,823,185,1186766,266770,1
1538,2217796,689,275,992138,396550,1
1474,2125508,716,115,1032472,164448,1
1654,2385068,869,171,1253098,246582,1
1887,2721054,869,18,1253098,25956,1
1685,2429770,874,109,1260308,157178,1
1734,2500428,951,182,1369942,261062,1
1736,2503312,892,180,1286264,259560,1
1649,2377858,849,0,1224258,0,1
1736,2503312,872,0,1257424,0,1
1606,2315852,741,136,1068522,196112,1
1735,2501870,870,122,1253140,174542,1
1649,2377858,784,51,1130528,73542,1
1564,2255288,868,9,1251656,12978,1
1734,2500428,869,56,1253098,80752,1
1735,2501870,870,5,1253140,5828,1
1651,2380742,869,10,1253098,14420,1
1736,2503312,869,424,1253098,611408,1
1736,2503312,870,639,1254540,921438,1
1734,2500428,869,428,1253098,617176,1
1736,2503312,872,1,1256024,60,1
1734,2500428,870,75,1254540,108150,1
1650,2379300,871,379,1255982,546518,1
1736,2503312,869,657,1253098,947394,1
1734,2500428,870,596,1254540,859432,1
1733,2498986,869,116,1251698,165890,1
1734,2500428,869,170,1253098,245140,1
1735,2501870,869,402,1253098,579684,1
1662,2396604,871,143,1255982,206206,1
1734,2500428,870,91,1253140,129840,1
1642,2367764,854,173,1231468,249466,1
2014,2904188,808,0,1165136,0,1
1715,2473030,850,131,1225700,188902,1
1388,2001496,869,677,1253098,976234,1
2082,3002244,871,102,1254582,145702,1
1304,1880368,869,181,1253098,261002,1
2082,3002244,869,54,1253098,77868,1
1303,1878926,871,97,1255982,139874,1
2050,2956100,821,21,1183882,30282,1
1145,1651090,743,426,1068606,611528,1
2082,3002244,869,81,1253098,116802,1
1564,2255288,786,266,1133412,383572,1
1679,2421118,870,0,1254540,0,1
1379,1988518,786,124,1132012,177426,1
1650,2379300,870,123,1254540,177366,1
1688,2434096,815,83,1175230,119686,1
1625,2343250,882,163,1271844,235046,1
